"live_in_england","first_name","middle_name","last_name","city","address_l1","address_l2","county","postcode","nhs_number","carry_supplies","reference_id","full_dob","session_id","csrf_token","phone_number_calls","phone_number_texts","contact","know_nhs_number","check_answers_seen","nhs_letter","basic_care_needs","dietary_requirements","medical_conditions","essential_supplies","updated_at","referenceid","unixtimestamp","created_at"
"no","Roxy","Davis","Emmerich","Great Easton","4762 Ritchie Parkways Suite 263","Glenn Hills","Leicestershire","CH480RN","8882959533","no","20200501-368267-69C537","2006-10-14","93bc316a901f4691b36e1cb141574e4e","38457b98e0404720b34c1b68d866bb1a","01637 625347","+44(0)4575 00735","akwxouj@qiwpyljr.mub","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1980-07-17 21:59:24","20200501-368267-69C537","1985-05-18 11:51:59","1992-01-27 05:03:48"
"no","Merle","Gerhold-VonRueden","Will","Greencroft","77176 Toivo Circles","Coletta Cliff","County Durham","IP242LX","8580748275","no","20200501-949063-B6519F","2007-02-11","1ebd76e8744445299fc46255196bfba8","48d02ba57be6491e9a57e9070775752b","(05172) 486813","(09806) 41709","ecvtlxm@agoq.zky","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1994-06-14 06:15:55","20200501-949063-B6519F","2018-11-07 02:18:56","1988-11-23 15:16:13"
"no","Elizah","Johnston","Tillman","Anick","038 Auer Stream Apt. 442","VonRueden Parkways","Northumberland","DA122WZ","7550960378","yes","20200426-199570-3035D8","2005-05-25","82c252116d4f4bf7bea05241c7bb9b69","bb71f4906625448e90e53ee17e0904b2","(04369) 01036","(07698) 49837","dhjntfl@ftv.twy","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2016-02-28 02:40:01","20200426-199570-3035D8","2008-12-09 12:54:26","1992-03-16 10:55:16"
"no","Lani","Farrell","Luettgen","Marden","64478 Jermain Isle","Jones Mission","Kent","M25 6HR","4850306191","no","20200512-884282-175B7B","2005-09-04","9a11d49ae72c4407a2f9b4d46bd0c8e3","0f19e9ba14114dd1a60cfe06a5f155a5","(01888) 607529","+44(0)6665756344","htlafdmq@ogdvxp.ldn","YES, I KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1992-08-14 22:56:44","20200512-884282-175B7B","1995-12-16 11:29:40","1995-05-11 04:31:10"
"yes","Annika","Schneider-Padberg","Stanton","Wroxton","7393 Posey Landing","Denine Cape","Oxfordshire","NE5 3NH","3202859859","no","20200510-343714-0CF177","2005-11-22","a4ee7f4196cc4b999b17b51f9cb4f955","41448644add3470280d0e46d6212d9b9","0283346486","(00099) 963897","n@zoly.xir","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1993-02-15 03:46:42","20200510-343714-0CF177","2009-08-12 13:02:28","2000-06-02 06:24:44"
"no","Queenie","Hansen","Goldner","Birdwood","0944 Cleon Ridge Apt. 414","Brekke Shoals","Gloucestershire","RG109AZ","9142063332","no","20200517-649452-98C035","2005-11-21","abf68fde3eef4d6ab868e7e04a580887","f5dfb8a0c0e94a9ebd09125dd8c5b392","+44(0)0593903493","(05347) 59457","skxyiv@vcorapzg.syp","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2017-04-02 10:00:07","20200517-649452-98C035","1985-10-26 00:07:10","2000-02-17 16:40:44"
"no","Norma","Stamm","Conroy","Aith","99119 Tiffanie Turnpike Suite 842","Susanna Neck","Orkney Islands","LS269DY","8442693892","no","20200425-123164-3E1A2E","2006-12-19","9766584170dc433c8f508e30e73d8e59","11f231c1120f47e2a38ae112b20c2676","04759 592846","+44(0)9840 85030","gbdkz@gn.fli","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1973-10-31 02:40:55","20200425-123164-3E1A2E","2005-08-23 05:27:01","2019-12-04 01:40:08"
"yes","Kasen","Raynor","Hayes","Thurstonland","783 Moore Views","Lashawn Dam",NA,"M40 3QS","2237962504","yes","20200517-967354-E27758","2005-10-30","625190b47dbb417fb2e208a0df8d6130","316f800984f64635b9575e881fbae4c1","0125268773","(05916) 20238","gs@ewjnsrimd.drj","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1972-06-30 11:03:45","20200517-967354-E27758","1975-03-14 18:33:40","1992-06-12 13:59:43"
"yes","Mychal","Beier","Kshlerin","South Stour","053 Lind Islands Apt. 837","Keebler Flat","Kent","M60 0WX","9903017046","yes","20200501-982723-B010E0","2006-01-12","168b3221913940d1bb4f91162ba06a3d","d46e5555d3ed4d659356c5d67da22aba","+44(0)2545110347","+44(0)7369 81475","ibnqmkzge@ea.xyu","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1999-05-04 06:53:02","20200501-982723-B010E0","2019-07-08 05:45:31","2019-07-04 07:51:05"
"no","Wylie","Mohr","Ledner","East Dundry","042 Parker Highway Apt. 101","Felipa Cape","North Somerset","G44 3WR","3508597943","yes","20200517-108228-BE0980","2006-02-23","26e0a1b6f234473fbf3a4378e3799f15","d4673e33447a4004b1c74df8ae3d8e33","(08282) 65547","+44(0)985940171","svfbrza@odjlr.dlk","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2000-07-12 13:14:42","20200517-108228-BE0980","2016-10-06 07:12:51","1976-09-23 08:57:55"
"yes","Grayson","Wolff","Kshlerin","Gravir","991 Wally Union","Farris Plain","Na h-Eileanan an Iar","NG241JX","3321890551","no","20200503-894152-F2F507","2006-11-12","293dd0f2bbd94444aa3c6ce27317ce22","61472086e1e248d2ab825555f4c604af","+44(0)6880309540","02051 09151","oitgvzq@tdhckqpbj.nlz","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1980-10-07 14:40:14","20200503-894152-F2F507","2002-06-26 18:54:27","2004-07-13 14:06:20"
"yes","Hillery","Christiansen-Beier","Kautzer","Causeway Head","167 Cleta Course Apt. 121","Audrey Field",NA,"NE348TA","6896958429","no","20200515-184479-B90A84","2005-11-12","5464e9f687db4f13ac5bff6efba87cd5","c75f5290df8e44d6bebdc99a557cc6ab","(01410) 87620","+44(0)2424 90520","xstquwcdp@zfv.kxp","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1974-07-17 04:51:26","20200515-184479-B90A84","2007-06-18 18:53:29","1974-05-05 17:56:42"
"yes","Londyn","Romona","Doyle-Boyer","Hangleton","5736 Funk Ways Apt. 614","Balistreri Viaduct","West Sussex","RG212WQ","9336872470","yes","20200517-493769-D7C5CE","2005-11-03","21321917169f47d6a6540166f2a5b064","74020c6a163e4f39a1e7300b79ea340b","03486 24885","+44(0)040023772","qmalrbwf@at.qsa","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2016-05-28 21:02:32","20200517-493769-D7C5CE","1972-04-20 08:11:48","2014-05-16 07:51:12"
"yes","Harlon","Crist","Feest","Ledston Luck","807 Predovic Wall","Justina Bridge",NA,"CA103DJ","7269958252","yes","20200506-118319-0CEA40","2005-08-18","43fa62427a90401e8965a79f3ddc6ce9","9e21f09931b94b5abd3732d529345388","05935 222310","+44(0)5851 564542","kbxcayisd@zdtso.qoc","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1973-06-05 22:13:00","20200506-118319-0CEA40","2013-04-15 05:38:31","2013-10-15 23:37:00"
"no","Katlin","Mirtie","Goyette","Bailiff Bridge","086 Elizah Village Apt. 395","Schroeder Wall",NA,"G81 6LJ","2622411769","yes","20200510-312611-741797","2006-10-16","0fe1c4e1074f453f8ccce72f4e7d0b12","9130d8672b97429bbe7999853a18dbcf","(08686) 246763","09843794551","qxljgswpy@jqyu.okz","YES, I KNOW MY NHS NUMBER","TRUE","yes","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1978-01-06 22:31:50","20200510-312611-741797","2013-04-07 08:42:51","1982-07-05 14:04:58"
"no","Lacey","Johnson","Rohan","Westend","2246 Denver Ville Apt. 786","Braden Terrace","Gloucestershire","B62 9AB","1025406316","yes","20200501-487492-3FA489","2005-12-26","5386c9f4b18d473a9e7ce9406720623d","e67901dd806c4b0b9c1617928d05aec7","+44(0)8177589543","+44(0)5343 74859","xwgmhq@jrfpe.osy","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1970-07-16 11:46:06","20200501-487492-3FA489","2006-01-13 03:15:06","1979-11-14 00:09:56"
"yes","Claribel","Heathcote","Bradtke","Higher Audley","19016 Ayaan Rest","Bernhard Fields","Blackburn with Darwen","PA3 2TB","2014939939","no","20200516-674626-CA3044","2005-10-07","cc5170f9299f43b48e003190de3edfb1","80631cbfda594435b053206a1b3af7f0","+44(0)4407002728","+44(0)8255792219","rglomynd@cbqmikl.vnw","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1981-01-28 18:25:51","20200516-674626-CA3044","2017-05-20 20:04:29","1980-07-13 07:48:38"
"no","Elta","Kenya","Schoen","Edingthorpe","296 Waelchi Greens","Dicki Stream","Norfolk","NE120GW","2313123178","yes","20200426-852995-250C5E","2007-02-16","e0770d5097a34fb8a2a61f3f56c0473e","6dedd49d9a84459db7607c08d65d7c70","0703875813","+44(0)7056 41468","lkbgfmirqc@mn.anb","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1980-05-26 13:12:02","20200426-852995-250C5E","1986-04-10 21:13:25","2008-12-12 13:50:15"
"yes","Malakai","Johnson","Hamill","Clutton","21750 Schiller Unions Apt. 143","Welch Underpass","Bath and North East Somerset","PR9 7FL","8149004034","no","20200517-288269-308F6B","2006-09-28","c29e6ee5961f477da1a1ee7406c8e763","e36ac66fd232418298c78bbb5df80b21","(09185) 06211","+44(0)5646 594478","yxalbqtg@veh.rmg","YES, I KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2007-10-19 02:15:49","20200517-288269-308F6B","1999-12-04 10:25:08","1986-03-23 11:49:47"
"yes","Edwina","Auer","Ryan-Volkman","Barking Riverside","3849 Gilford Turnpike","Dickens Coves","Greater London","ST216BN","9079683338","yes","20200507-917439-4385F2","2006-12-20","13b7a092cb9543d5bd27a9263923b532","aeb6745fd2ec45f1819d61cb8e139b86","05765 256704","+44(0)8501684394","fruqt@czyjafitmw.izb","YES, I KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2005-10-24 20:30:08","20200507-917439-4385F2","1988-02-20 14:04:12","2012-11-29 16:21:28"
"yes","Cherry","Becker","Schulist","Easton","085 Terry Trail Apt. 010","Gislason Points","Isle of Wight","BT471LW","7636888494","no","20200424-637024-F196B0","2005-12-27","8b4b0a34fa0a4be58a0229e5743ecbb5","748ed7fa720b464082bc5c79e69d9a2e","0253062853","+44(0)0754 18291","yua@mi.qoc","YES, I KNOW MY NHS NUMBER","TRUE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2006-02-23 11:30:50","20200424-637024-F196B0","1986-10-20 15:10:19","1988-06-15 00:27:52"
"yes","Delphin","Dax","Paucek","Bloodman's Corner","479 Thiel Burgs","Joeseph Ville","Suffolk","LE126PS","4298888771","no","20200423-896304-E74167","2005-11-17","7dc4657a0d8b4811b66f84b67e60c270","40ce8b4da4304fea83df6313f9fb5250","+44(0)4355 249126","+44(0)657257463","va@om.zpo","YES, I KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1974-11-15 01:42:26","20200423-896304-E74167","2005-08-18 16:03:01","2019-05-08 05:08:56"
"no","Stevie","Hammes","West","Corlannau","1609 Rowland Course Suite 759","Lindsay Curve","Castell-nedd Port Talbot - Neath Port Talbot","LE100EJ","6288044653","no","20200424-428730-F68E7E","2006-02-03","4a3c8c011de14bb8b0e57c469c7bdb6a","7aa2cbb459a5463da9455c03a67ef9b6","(08875) 14155","+44(0)7468509547","orpznal@tzfiugcdvp.huy","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2003-03-20 22:14:46","20200424-428730-F68E7E","1970-07-05 20:12:33","1980-06-07 23:12:23"
"yes","Brittnee","Halvorson","Conroy","Borve","8750 Evangelina Lodge","Brandon Crescent","Na h-Eileanan an Iar","LL777BQ","5567703441","no","20200429-148862-AC4A97","2006-11-24","b07d3dc4ed1b4c18a898b71ab7325b41","903520aee7394d9e834f231420444a33","0724344226","(05839) 404559","tf@pjw.lxb","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1986-07-09 13:47:30","20200429-148862-AC4A97","1994-10-12 22:11:58","2001-07-07 12:52:30"
"no","Lynsey","Cummerata","Predovic","Milton","7466 Trae Glens","Legros Club","Cumbria","SW1V1DY","2478192083","no","20200507-745715-84FED9","2006-12-14","f204ddee0c134040b80ec1752b73716b","279ea80449894e7fbee2bf5a29d370fe","0196988363","0823263862","kxrnildgz@yuizwfpgol.djf","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1994-07-23 22:34:53","20200507-745715-84FED9","2016-11-27 13:49:31","2006-04-22 04:58:16"
"yes","Permelia","Schoen-Hilll","Mueller","Slepe","93555 Leffler Lock","Gaither Stream","Dorset","CH6 6BG","1381273280","yes","20200517-518256-FF1A04","2006-04-26","fa4df5b6f21a4dd1a883bb0e3d1b3595","f4a6b1068a104ee4aa759e85f4055dbe","04855 178542","(09819) 162537","kmzcp@adzmytwung.kbm","YES, I KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1981-06-23 08:08:49","20200517-518256-FF1A04","1988-07-05 19:25:41","1993-11-25 16:31:03"
"yes","Susan","West","Bechtelar-Gulgowski","Cheswell","52044 Kylie Lakes","Carley Glens","Telford and Wrekin","NE226EX","6849802165","no","20200423-447838-C72424","2006-12-21","5a9160c88d984158b0592156fa31cc1b","c79838bae81841d28a6796a34d7f9ef1","09424 551371","02821 23548","enfsv@oxr.syg","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1981-04-21 23:42:33","20200423-447838-C72424","2010-11-17 18:24:40","2006-01-25 21:02:14"
"no","Auguste","Hahn-Wyman","Heaney","Birdbush","4880 Lexus Oval","Lynch Oval","Wiltshire","B94 6PH","8527984286","no","20200521-524158-7E6D03","2006-01-28","a90ad3b9197643b5b12e959cb8a7b22e","87417e8ad76c466c99aba8a859212e02","02664 40402","(06966) 802641","wb@gtzv.qiw","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1999-10-25 00:39:11","20200521-524158-7E6D03","2011-04-11 09:39:13","2004-06-24 16:07:41"
"yes","Moshe","Metz","Luettgen","Bouts","2919 Frami Freeway Apt. 212","Neppie Parkway","Worcestershire","S70 9LT","1780272921","no","20200502-147697-8F2603","2006-06-26","1379c8cf67ec4c188b16229dae789ae3","8f91261ecc0642b9b113436ad147bc0b","+44(0)1520660578","(08645) 542114","ztqnagho@jsah.zax","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1978-02-16 17:46:33","20200502-147697-8F2603","1987-01-15 20:24:42","2015-10-13 04:26:20"
"no","Al","Smitham","Thompson","Plaidy","333 Monahan Mills","Labadie Harbor","Aberdeenshire","ST2 0QT","4924283018","no","20200501-529822-89E99C","2006-10-09","b193a31ac2f143ab84965af0883f2319","53bd0dbe9c6245c3b25b231b9b635fee","+44(0)033884386","0966308677","nkpzch@ho.utl","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2012-11-01 18:23:22","20200501-529822-89E99C","1998-02-15 06:35:39","1979-05-21 09:19:41"
"yes","Letta","Collins-Lakin","Buckridge-Larkin","Ridgeway Parade","08010 Quitzon Mews","Kameron Road","Hampshire","AB3 3JJ","3234563189","yes","20200510-358483-B997FC","2006-03-15","06b746d58e784b61b35492029d52c6df","8fe8b474ab7849468a171dca72e09d6b","(01181) 92196","+44(0)665118461","vpse@lsrfcukqy.arh","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1998-06-24 04:12:27","20200510-358483-B997FC","1974-06-22 06:41:20","1972-11-30 02:48:44"
"no","Suzie","Ferry","Roberts","Trefdraeth","07742 Konopelski Gateway","Jovany Mill","Sir Ynys Mon - Isle of Anglesey","G20 8JA","6449829941","yes","20200507-575386-A5DE31","2006-09-08","ba88ac1ac4404630bae7d6713cd975cb","8645d6fee0214211a44d16c6c172d9e8","02276 36404","02110 70048","zyrgqftnih@dp.fjn","YES, I KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2001-01-02 05:34:05","20200507-575386-A5DE31","1976-05-09 02:30:06","2009-04-07 08:04:49"
"no","Harold","Ezell","Frami","Llanafan","75094 Tremblay Unions","Schmitt Crossroad","Sir Ceredigion - Ceredigion","AB157UL","5983521431","no","20200512-126074-F04A12","2006-08-08","8310003a521d456a86a294a48617f438","dbd4bfb2e07f4ee5865434b95ab6f8d4","(02840) 79992","+44(0)326573872","orcpzsmwi@snqzibfjml.uqp","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2003-05-02 16:37:43","20200512-126074-F04A12","2000-03-15 09:20:48","1985-06-30 09:28:59"
"no","Waino","Hills-Lynch","Ritchie","New Town","51003 Ferry Mountain","Senger Cape","Medway","SA126EP","1278065860","yes","20200424-912003-4C61D1","2006-02-10","dc97391beb08470389cb59aa973b3cbb","cd4bb585b41a461285a21e08290fc17e","+44(0)1535913716","(02410) 083319","szgaor@dlwt.ulh","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1979-12-25 02:33:27","20200424-912003-4C61D1","2005-10-02 01:15:52","1994-03-27 03:50:38"
"no","Crawford","Towne","Lind","Winterhill","60204 Ryleigh Inlet Apt. 150","Brekke Square","Milton Keynes","EC2Y8NJ","6805828075","yes","20200428-357998-3241EB","2006-06-15","10c5d55f760941c4b455a7ee8f042804","aed4d20b238844e9beaf18173189877a","(01519) 18207","0985622938","knxbyrh@ausxz.ktd","YES, I KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1978-10-02 19:00:59","20200428-357998-3241EB","1998-01-01 21:04:18","2019-08-30 11:37:13"
"no","Catrina","Everett","Towne","Padworth","5848 Hauck Manors","Baylee Crescent","West Berkshire","RG5 4JP","9648926560","yes","20200421-527386-11B5FA","2007-03-04","c909b33ba8ff4a9ebfbef432250aab7f","77886c176d0f4964afbf0f64f5449386","+44(0)0246 799392","+44(0)0115937743","bwapetyl@ojwqncsg.gyt","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1983-04-16 16:41:37","20200421-527386-11B5FA","1978-05-09 21:46:42","1984-04-07 23:33:20"
"yes","Savilla","Gleichner","Fadel","Y Wern","5457 Laverne Passage Suite 706","Stokes Lake","Gwynedd - Gwynedd","BB8 6AA","2666022188","no","20200501-282540-2490C9","2006-10-15","cc102e7ab200450ab21ca46d7d219955","f3c53bc58abf4ecfbb984deed49d6bc4","+44(0)4761 86814","+44(0)861158498","wga@cpzgtjmklf.cbk","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1997-09-08 09:21:18","20200501-282540-2490C9","2013-04-10 15:15:43","1970-05-07 00:17:33"
"yes","Kennedy","Gleichner","Goldner-Collins","Nunclose","3759 Kris Center","Alby Inlet","Cumbria","L46 2QW","5697930733","yes","20200519-842840-919CDF","2005-09-25","7cc25178a299468d9f16076eb5307a91","604681efde504d65b9ce256e7d85d44c","+44(0)5213 484755","+44(0)1210 357552","rfvlmh@lpxygnzeic.vbc","YES, I KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1976-10-28 01:37:24","20200519-842840-919CDF","1993-08-02 02:24:50","1989-01-23 10:46:23"
"yes","Urijahandervort-Hettinger","Johanna","","Woodstock","6849 Gislason Lodge Apt. 014","Frami Square","Sir Benfro - Pembrokeshire","ST6 8GJ","7926731568","yes","20200424-107077-22B744","2006-10-25","9a29bd9e40ed41c9bc55cee95f9b3e6c","f5297d43918e4ab0a7ba66d75760ea49","01333515307","+44(0)1289 469186","txv@govrulznce.yon","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1993-02-10 11:13:14","20200424-107077-22B744","1991-04-15 09:24:42","1979-04-12 21:47:51"
"yes","Quincy","Skiles","Murphy-Gutmann","Hillwell","6841 Donat Drives Suite 773","Schiller Vista","Shetland Islands","CT130FB","8244987208","yes","20200423-468420-A0CC7C","2007-01-02","14b9847a99e948b9a2b7ca3537e69cc1","cf913637c5574dad813f85bf0f2ee25e","(07309) 788098","02302 86003","bet@cfql.sjo","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1994-07-19 14:28:23","20200423-468420-A0CC7C","1996-04-23 05:49:06","1991-03-22 05:33:23"
"yes","Eryn","Kessler","Homenick","Leziate","35197 Courtney Garden Suite 441","Marisa Trail","Norfolk","L65 8HF","4533478909","no","20200506-975295-AB478D","2007-02-01","6a44712fc0d94d49925f68b211359112","63a0ddcbfcf44505aaef85d8c825e1b2","+44(0)6467235469","(01368) 71136","daicbpjsu@zfnakc.nal","YES, I KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1970-08-18 07:12:01","20200506-975295-AB478D","2019-01-26 21:56:10","1973-10-30 12:40:14"
"no","Kyle","Rau","Rice","Braunstone Town","949 Ruffus Roads","Marcus Port","City of Leicester","TD6 9RQ","7040662969","no","20200520-640667-00BD3F","2006-05-31","ea050f8846974f299bbfcf61f35cac77","709a5035b9654f0dae99529caf8465cc","+44(0)2326855264","02550 70187","layvu@mrhwoieauk.zfn","YES, I KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2019-11-29 20:37:33","20200520-640667-00BD3F","2004-10-22 12:00:58","2003-09-12 07:28:28"
"no","Opha","Dawna","Prosacco","Morley","87151 Tomeka Viaduct Apt. 772","Debera Way","Derbyshire","S25 4XY","8117604561","no","20200428-968024-DDC8F7","2005-06-22","cb0c72d05fb049d8b79c2180de44f7f2","c3ee01154a54486284e1f52fa2b1b3aa","+44(0)5560 033457","05220 890775","omfvdytu@npujxt.ytu","YES, I KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2004-03-29 04:19:43","20200428-968024-DDC8F7","1971-10-29 16:24:21","2020-01-01 19:01:46"
"no","Elissa","Schimmel","Stark","Leigh","19244 Hahn Avenue Suite 765","Brandee Glens","Shropshire","CO7 9DU","2313031657","no","20200423-416487-57D0A5","2007-03-06","e07a8e797f634b51b85da830468f56b9","0762deb9daa04d8bbf91fcf4dc0e8caa","0404359667","+44(0)4678451838","emkcsbq@vac.mzo","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2000-12-10 02:54:47","20200423-416487-57D0A5","1992-04-11 02:07:59","2011-06-30 08:25:28"
"no","Salvatore","Wolf","Crooks-Turner","Long Marston","02773 Reichel Point","Earnest Flats","North Yorkshire","DE1 9DQ","4211631161","yes","20200501-379410-04671A","2006-03-24","aaabd3c71c1b4046b1c606e0cf04e1e0","4510f5022a2c42d4b2b194567f7d101d","(00102) 59713","(05902) 825428","xb@yl.qxh","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1971-10-15 19:11:26","20200501-379410-04671A","2008-03-07 07:11:59","1994-05-05 01:41:13"
"yes","Jerri","Lehner","Lang","Great Horwood","13375 Gaylord Parkways","Gerhold Views","Buckinghamshire","G22 7HP","1819912027","yes","20200507-160082-D407DF","2007-03-26","7e74aa1a41cc42468d9977f13a160c45","7108265da98b4e5eba5baf64d36490ae","+44(0)8861 203787","(06418) 54864","cr@qhzy.xtp","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1976-10-10 01:35:23","20200507-160082-D407DF","2017-07-13 14:38:03","1989-04-29 23:08:55"
