"Traced_NHSNUMBER","DateOfBirth","PatientFirstName","PatientOtherName","PatientSurname","PatientAddress_Line1","PatientAddress_Line2","PatientAddress_Line3","PatientAddress_Line4","PatientAddress_Line5","PatientAddress_Postcode","GPPracticeCode","Practice_Name","contact_telephone","mobile","landline","oslaua","ccg","Flag_Chemo_Radiotherapy","Flag_Respiratory","Flag_HaematologicalCancers","Flag_PregnantWithCongentialHeartDefect","Flag_Transplant","Flag_RareDiseases","gender","Flag_PDSInformallyDeceased","oscty","live_in_england","first_name","middle_name","last_name","city","address_l1","address_l2","county","postcode","nhs_number","carry_supplies","reference_id","full_dob","session_id","csrf_token","phone_number_calls","phone_number_texts","contact","know_nhs_number","check_answers_seen","nhs_letter","basic_care_needs","dietary_requirements","medical_conditions","essential_supplies","updated_at","referenceid","unixtimestamp","created_at","ivr_nhs_number","ivr_postcode","ivr_dob","ivr_customer_callling_number","ivr_current_item_id","ivr_transfer","ivr_fallback_time","ivr_nhs_known","ivr_contact_id","ivr_preferred_phone_number","ivr_phone_number_calls","ivr_postal_code_verified","ivr_delivery_supplies","ivr_carry_supplies","ivr_have_help","ivr_call_timestamp","ivr_umet_needs"
"7837747680","20060320","Kanesha","Buckridge","Upton","46 Harriet court","Dawsonview","Shirley mountains","Holehills","North Lanarkshire","L36 6LS","Y06227","EXTENDED ACCESS SERVICE","01482 247111","+44(0)7544 46830","+44(0)760619900","North Lanarkshire","02P","1","1","0","1","0","1","0","1","Holehills","yes","Kanesha","Buckridge","Upton","Holehills","22 Abbie ramp","Wilson field","North Lanarkshire","CB9R 1BU","7837747680","yes","20200412-332730-83136B","2007-01-08","ca7edf5201224eef9cfbf0311b4be28e","40d8fe206d5b467eaa693328d6b2525c","0159554699","+44(0)3855232631","kcvfmtxo@vi.gvp","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1985-06-11 00:58:45","20200412-332730-83136B","1986-07-26 03:38:05","1993-11-07 08:53:54","7837747680","BR2 8LZ","2005-07-09","+44(0)251457914","11","TRUE","3","yes","35ec5fd3-a683-4899-b375-a43538d57df0","00979632109","0159554699","TRUE","TRUE","TRUE","FALSE","1993-03-03 23:51:45",NA
"8702284960","20050902","Archibald","Jast","Carroll","Studio 2Woods rue","Hughesview","Vincent ridge","Alderbrook","East Sussex","PE31 7NT","L84006","STAUNTON & CORSE SURGERY","01452 840228","(02747) 690123","+44(0)8213 901216","East Sussex","04Y","1","1","1","1","0","1","1","0","Alderbrook","no","Archibald","Jast","Carroll","Alderbrook","Studio 5Katie curve","Wendy passage","East Sussex","M99 5QB","8702284960","no","20200409-196101-6D97B1","2005-06-20","310a0b8062c4419eafe4a03d7cb6c118","76acad37a69548188565ca5d58a090e9","(04738) 03330","02996 713178","dpg@eobk.duw","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1992-05-18 09:01:40","20200409-196101-6D97B1","2009-10-12 07:15:36","1994-03-18 05:23:17","8702284960","L2C 6WX","2006-04-08","04215 381204","51","TRUE","4","no","173c70c8-8a9e-4173-b5f6-06d8d4537884","(02636) 19867","(04738) 03330","FALSE","TRUE","TRUE","TRUE","2004-06-27 14:40:41",NA
"7190211144","20051211","Lorayne","Balistreri","Mayer","75 Rhodes place","Eleanorberg","Farrell estates","Breadsall Hilltop","City of Derby","LE67 4UF","Y05229","EPILEPSY NURSE CANNOCK","01543 576900","+44(0)765950431","+44(0)1305741381","City of Derby","02G","1","0","1","1","1","0","9","1","Breadsall Hilltop","no","Lorayne","Balistreri","Mayer","Breadsall Hilltop","477 Samuel unions","Lucy grove","City of Derby","L9E 9YX","7190211144","no","20200401-205896-1C6512","2006-02-11","93cbc1f38f08431998f38ad28bd812a5","7c63714e6baf40a8af47a7e33d008439","(00801) 506214","(01437) 404953","womnkv@hejsiul.ztr","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1994-11-18 11:05:06","20200401-205896-1C6512","2013-06-30 01:44:46","2006-08-14 13:20:30","7190211144","N9U 4NU","2006-03-03","(04319) 879974","50","FALSE","1","yes","2311e445-5ff6-41ad-bbf9-f8a6312792cf","+44(0)0448 04531","(00801) 506214","TRUE","TRUE","TRUE","FALSE","1995-04-28 12:18:10",NA
"2888509291","20050707","Vassie","Turcotte","Price","0 Diana drive","Jonathantown","Debra view","Foxhall","Hampshire","CO2 8RE","M86613","GOSFORD GREEN SURGERY","024 76437080","(00951) 710238","09067 42159","Hampshire","06P","0","1","1","1","0","0",NA,"0","Foxhall","no","Vassie","Turcotte","Price","Foxhall","072 Wong centers","Begum gateway","Hampshire","EH27 7BS","2888509291","no","20200418-513784-A73858","2006-07-29","f646a886797e4eb0be0fb7c7888e60d4","97fdb91ff0e94d73b4afbdbac874b7c2","00540 70986","0254179733","nblmwc@qxnfe.wfn","YES, I KNOW MY NHS NUMBER","TRUE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2006-02-26 07:02:02","20200418-513784-A73858","2017-10-26 22:25:24","1975-07-23 11:25:54","2888509291","CH39 7SE","2007-01-09","(02405) 583573","32","TRUE","1","no","7098471c-3c17-440e-9400-27911de6004e","(06809) 889599","00540 70986","FALSE","FALSE","FALSE","FALSE","2011-03-06 11:53:56",NA
"7307799763","20070327","Roseanna","Streich-Predovic","Terry","Studio 87Clayton wall","Richardsonview","Marc ridges","Anstruther Easter","Fife","GU7 1LE","F82634","HEATHWAY MEDICAL CENTRE","020 85921771","03017 04039","(06573) 48188","Fife","04C","1","1","0","1","1","0","2","0","Anstruther Easter","no","Roseanna","Streich-Predovic","Terry","Anstruther Easter","Flat 2Lane light","Allan canyon","Fife","IM8X 2WB","7307799763","yes","20200419-366690-A600C8","2007-02-19","9a1e8bd3365b45a3983128dd09f7efe3","293935f8f52b4b83ae38ab982f34acb3","+44(0)1800 201354","(00823) 65437","dciveflgnz@k.bgv","YES, I KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1987-09-28 23:30:17","20200419-366690-A600C8","1990-01-15 04:37:24","2018-10-20 10:46:52","7307799763","IP5 6DB","2006-08-01","08145990768","45","FALSE","8","yes","21372964-a9f8-456d-a6ce-6d125e555f07","+44(0)6894 942032","+44(0)1800 201354","TRUE","FALSE","TRUE","FALSE","1997-09-14 13:21:17",NA
"4932643262","20061018","Kamden","Hayes","Rippin","6 Faulkner cliff","Barbaraberg","Gregory underpass","Barton","Lancashire","LS1 4PG","C82050","DR NR PULMAN'S PRACTICE","01530 445945","+44(0)5124677814","03791402330","Lancashire","10V","1","1","1","0","0","1",NA,"0","Barton","no","Kamden","Hayes","Rippin","Barton","Studio 74nLinda via","Julie loaf","Lancashire","LS4 1HU","4932643262","yes","20200409-842340-80C302","2006-06-24","1834b3f421ec43fbb6b76fb04681bbbc","90cd0e80765646d99bee37266a33f3a0","07191 652402","+44(0)8361 23331","zhwg@ditymxprl.ufe","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1977-12-08 12:35:23","20200409-842340-80C302","1978-12-05 01:28:04","1981-05-22 18:45:07","4932643262","E51 0RW","2006-06-07","04722843205","96","FALSE","7","no","d1400a76-a494-4625-b9b1-29fe4f9b99ae","+44(0)5106975210","07191 652402","TRUE","TRUE","FALSE","FALSE","1972-08-24 04:18:19",NA
"3399833680","20070308","Corry","McGlynn-Purdy","Schaefer","18 Walker meadow","West Lindsey","Naomi ways","Belleisle","South Ayrshire","WA6 8JH","Y04377","COMMUNITY RESPIRATORY SERVICE","0113 2951000","0494638230","+44(0)3305 07575","South Ayrshire","99F","1","1","0","0","0","0",NA,"1","Belleisle","no","Corry","McGlynn-Purdy","Schaefer","Belleisle","Flat 91bTom course","Harry centers","South Ayrshire","B7 3YW","3399833680","yes","20200404-968311-04E64E","2006-09-22","eb3cb5b65afd4dc5955b20e755c53120","48103ab9f7414f518fcc8109ea5ddd46","06922863594","+44(0)5119787571","nxbw@jzyhbwsutl.nuv","YES, I KNOW MY NHS NUMBER","TRUE","yes","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2004-03-17 11:16:04","20200404-968311-04E64E","1996-11-02 10:24:38","1976-07-29 15:01:11","3399833680","L27 2ZJ","2006-08-05","0570660175","70","TRUE","4","no","9a2d3408-6708-438b-901f-1f361e98d884","09186675357","06922863594","TRUE","TRUE","TRUE","TRUE","1985-08-23 13:26:57",NA
"2437438539","20061211","Clarke","Koch-Bauch","Pfannerstill","17 Lydia circles","West Frederick","Patricia meadows","Llaethdy","Powys - Powys","RG8 8EB","L81648","MAYTREES MEDICAL PRACTICE","0117 2444123","03369 604503","(01628) 00958","Powys - Powys","06T","1","0","0","1","1","0","2","1","Llaethdy","yes","Clarke","Koch-Bauch","Pfannerstill","Llaethdy","Studio 2Charlene street","Jones freeway","Powys - Powys","B5W 0YS","2437438539","no","20200402-613880-776DF3","2006-12-23","295b0d3804694c09ae9914ee144982ee","2468ea02ae404fc1bd28151e19c309df","(06950) 65137","0326870838","lusxdzmo@goj.kwa","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1987-07-03 20:40:36","20200402-613880-776DF3","2004-09-18 04:20:29","1979-02-19 17:37:10","2437438539","W0S 9UZ","2007-03-24","+44(0)9611 439928","36","FALSE","2","no","e3abaa57-f418-4cbd-81ba-755f0278f196","(08783) 78538","(06950) 65137","TRUE","FALSE","FALSE","TRUE","1974-11-11 13:47:12",NA
"8290291908","20061016","Aura","Buckridge","Lueilwitz","224 Katie path","Port Kevinton","Jean orchard","Little Load","Somerset","CM8 1TP","Y05765","HMP & YOI ISIS","020 33564000","+44(0)983068964","0628930608","Somerset","84H","1","1","0","1","1","0","2","1","Little Load","yes","Aura","Buckridge","Lueilwitz","Little Load","143 Sophie crossroad","Martin fall","Somerset","N0S 8WR","8290291908","no","20200330-273815-067CA1","2006-06-17","463d9951a3354b51a123eaac37a09596","b72b141044844e59bf97eedcb55551ec","+44(0)2448 44822","02452414898","vag@pkhtmxsci.luo","YES, I KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1980-03-10 11:43:50","20200330-273815-067CA1","2011-07-03 04:24:44","1994-11-16 01:14:22","8290291908","G4 7ZP","2007-04-19","+44(0)1026 44891","26","FALSE","8","no","3792bd43-e9ac-4543-81a7-142946e4c57b","+44(0)5327319740","+44(0)2448 44822","FALSE","FALSE","TRUE","FALSE","2019-01-01 21:50:35",NA
"6198063493","20050906","Jaden","Dietrich","Anderson","Studio 24mAnnette trafficway","Bondville","King bridge","Holy Croft","Dumfries and Galloway","SE19 2HL","E82067","CHURCH STREET PARTNERSHIP","01279 657636","(05520) 374240","(09461) 86694","Dumfries and Galloway","03K","0","0","0","0","0","0","9","1","Holy Croft","yes","Jaden","Dietrich","Anderson","Holy Croft","Studio 93yAndrea junction","Donald junction","Dumfries and Galloway","L7S 9RA","6198063493","yes","20200405-570427-789043","2005-12-12","d11b12db085241fba2b4714dc5751749","98345fb2a50a46b1a59842f990aebf72","(04732) 929545","08294 227835","o@lfakv.ikv","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1978-12-31 14:23:13","20200405-570427-789043","1991-01-15 22:14:55","1999-01-23 23:16:08","6198063493","SR4 8TE","2006-09-02","+44(0)848659553","23","TRUE","6","no","55ce8c00-3790-46fd-88b8-8ea1a70d94e7","(09040) 40559","(04732) 929545","TRUE","TRUE","FALSE","TRUE","2010-10-28 15:44:43",NA
"6336748752","20070208","Ira","Assunta","Marquardt-Witting","3 Patricia heights","Terryside","Holden manors","Greenhillocks","Derbyshire","WD24 4ET","D81019","MINSTER MEDICAL PRACTICE","01733 554478","+44(0)4534 68878","02889552648","Derbyshire","03L","1","1","0","1","1","1","9","1","Greenhillocks","no","Ira","Assunta","Marquardt-Witting","Greenhillocks","3 Barnes green","Craig harbors","Derbyshire","G8B 6AX","6336748752","yes","20200324-870282-EDDEBC","2007-04-07","6025ec52c2ca499082c5976d4a3634be","fe52814b17d141ccb66955ef5501fbba","0630977736","0884283450","xvhewi@fwd.mdo","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2003-08-16 00:32:12","20200324-870282-EDDEBC","2008-12-16 03:27:38","2015-12-22 15:20:54","6336748752","DN2R 8SG","2005-08-25","0103938783","46","FALSE","9","yes","146f28fc-7436-4ae5-9cd2-88b0b91d4074","+44(0)703719633","0630977736","TRUE","FALSE","TRUE","FALSE","2019-08-10 11:30:46",NA
"5032251009","20070201","Arther","Prohaska","Mann","824 Singh lights","New Sylvia","Gray alley","Sanna","Highland","BH24 3AG","F86034","GREEN LANE, GOODMAYES MEDICAL PRACTICE","0844 3878590","(02799) 589087","(07975) 053345","Highland","03N","0","0","1","0","1","0",NA,"0","Sanna","no","Arther","Prohaska","Mann","Sanna","3 Bryan camp","Geoffrey courts","Highland","CO0 1TA","5032251009","yes","20200404-220124-A480EB","2006-05-21","54c0e9465dfb4547855be8026bd65d18","aac194ffa00a4e268f31ce3efb76ca04","04400050452","+44(0)963631286","kthvgb@upc.prk","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2010-03-17 01:51:14","20200404-220124-A480EB","2003-07-16 18:17:53","1972-12-21 15:41:38","5032251009","B5 8NP","2006-09-14","06782 451159","19","FALSE","5","no","727054c0-9776-4a8d-9bf5-b861b984c54d","(09465) 737171","04400050452","FALSE","TRUE","FALSE","TRUE","1973-07-10 16:12:10",NA
"2950315521","20060613","Neta","Hettinger","Jerde","3 Allan common","North Dorothyfort","Cunningham lakes","Burrow","Devon","SK12 1HY","N82037","WESTMORELAND GP CENTRE","0151 5256286","(07802) 75060","02862 951373","Devon","05C","0","0","0","1","0","1","0","1","Burrow","no","Neta","Hettinger","Jerde","Burrow","Studio 65Debra unions","Melanie fork","Devon","B4G 2EJ","2950315521","no","20200401-107146-92C5BB","2005-05-13","418bd03031b0498e884e45c3e0c45d2d","642cd844fee84a0f9cfcd9d95c78df12","(02490) 927358","+44(0)3510 79984","pwzfj@mpg.vja","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1992-08-16 18:17:32","20200401-107146-92C5BB","1990-05-01 13:18:25","2001-05-11 20:19:58","2950315521","E6U 0BA","2006-04-27","+44(0)8939049514","86","FALSE","7","no","f015249b-55d4-4a61-9ea0-95f5418a2995","(09455) 39179","(02490) 927358","TRUE","FALSE","FALSE","TRUE","1970-05-18 22:51:44",NA
"1545306631","20061218","Ama","Doyle","Cartwright","48 Abdul flats","New Lucy","Martin terrace","Carnyorth","Cornwall","CM1 7DT","Y04237","NMP HCT - ROYSTON ICT","01763 242134","(06244) 445454","+44(0)216936314","Cornwall","12F","1","1","0","1","1","0","2","0","Carnyorth","yes","Ama","Doyle","Cartwright","Carnyorth","Studio 63TKennedy well","Ashleigh trafficway","Cornwall","OL3 4BA","1545306631","yes","20200417-619699-01A571","2007-02-10","5f6f601731d2461a83fd4c3e31207ea9","a8eba8b9705c4930af2fda950c3e6dc5","07430 21925","00479 015278","fvnrd@dgcpsli.gid","YES, I KNOW MY NHS NUMBER","TRUE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1976-10-31 07:26:52","20200417-619699-01A571","2018-01-13 22:24:23","2006-02-06 13:11:40","1545306631","E8 5SZ","2006-01-01","(07501) 750007","80","FALSE","3","no","495e30c4-0016-4e98-9cea-ba9f89b7a209","(03623) 71698","07430 21925","FALSE","FALSE","TRUE","TRUE","1990-06-14 04:25:08",NA
"2478128444","20050926","Ottie","Casper-Gutmann","Treutel","63 Taylor drives","West Natalie","Georgina divide","Treneglos","Cornwall","BA11 5DL","A89036","CASTLETOWN MEDICAL CENTRE","0191 5495113","+44(0)2729 62477","+44(0)6962 402490","Cornwall","00R","1","0","1","1","1","1","1","1","Treneglos","no","Ottie","Casper-Gutmann","Treutel","Treneglos","6 Harry burgs","Melissa park","Cornwall","ME1A 8SU","2478128444","yes","20200405-771473-F74F60","2006-09-16","e3676062f9a046bcad60192033f53586","2e906e9beda44b2cbb22486793fb8627","09903880406","0596669857","qszncl@u.zfv","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2004-10-15 14:19:25","20200405-771473-F74F60","1998-08-18 04:43:04","1999-03-11 15:07:58","2478128444","W26 9TB","2005-10-30","(05765) 44404","11","FALSE","0","yes","6352fc67-7f69-47d1-b14b-6a5ed33e24e1","0554343160","09903880406","TRUE","TRUE","FALSE","FALSE","1997-03-23 08:50:08",NA
"8798804533","20060201","Mitch","Roberts","Conn","Studio 6Jacqueline circle","Georgeshire","Barnes common","Culcharry","Highland","S6 1UF","Y04740","AQP ANTICOAG THE DOVE MEDICAL CENTRE","0121 2550700","(02116) 84790","01229 563807","Highland","00N","1","1","1","0","1","0","9","1","Culcharry","no","Mitch","Roberts","Conn","Culcharry","Studio 77Barry trail","Pearson manor","Highland","N97 0BH","8798804533","yes","20200414-509376-153E11","2006-06-16","c54bd32b6a38402e95e8ae9bb6b17dca","ab163f7fd5bb436b994e9f2b24846d4c","03008 913435","+44(0)978055858","eaoungxih@vftzapsico.ytx","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1992-05-12 14:29:29","20200414-509376-153E11","2013-11-01 21:11:53","2000-06-01 02:53:56","8798804533","M70 8QT","2005-12-07","02085684480","38","TRUE","8","no","b79e213e-117c-4874-b2f2-a0f174e6538c","0221151042","03008 913435","FALSE","FALSE","FALSE","FALSE","2014-03-07 23:49:17",NA
"1452108560","20050723","Candace","Monahan","Bartell","Flat 03Margaret green","West Oliviabury","Randall point","Carry Bridge","Lancashire","LL13 9QT","H81084","THE HORSLEY MEDICAL PRACTICE","01483 284151","(06936) 388632","0473350731","Lancashire","04Y","1","1","1","0","1","0","2","0","Carry Bridge","yes","Candace","Monahan","Bartell","Carry Bridge","66 Oliver parks","White inlet","Lancashire","IV90 2QY","1452108560","yes","20200416-925066-DC9019","2007-04-16","ed1d4f4c464b40b28c268353d5536b8d","c16706c4d9c44780baa54ec0e1e9677c","00179831910","+44(0)6450 64546","uplwxzt@yeksglq.cpn","YES, I KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1976-07-05 20:30:46","20200416-925066-DC9019","2020-03-24 03:27:40","2003-01-22 13:13:09","1452108560","DD6 2LJ","2006-09-08","(08331) 52634","76","FALSE","9","no","a3e0a606-6fbc-42ab-ba8f-16d31ac3c6fb","08927 329894","00179831910","FALSE","FALSE","TRUE","TRUE","2008-06-09 18:41:01",NA
"6673652995","20060729","Nohely","Christiansen","Feil","8 Elliott fall","Hollandbury","Cartwright rapids","Etruria","City of Stoke-on-Trent","BT11 9PQ","D82072","BURNHAM SURGERY","01328 737000","00864 942718","+44(0)1175 858910","City of Stoke-on-Trent","15E","1","1","0","0","1","0","2","1","Etruria","no","Nohely","Christiansen","Feil","Etruria","Flat 3Williams gardens","Potts glens","City of Stoke-on-Trent","JE23 3SY","6673652995","no","20200405-982730-E43A5D","2005-09-20","10cb7ec74d8149b7bcbffffed9266330","b61a9f6a6620488e83cdef3dfc5d6962","06520291108","05320173757","vitugxk@gx.xwg","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2013-06-27 05:01:24","20200405-982730-E43A5D","2006-01-13 23:41:38","1984-07-06 23:07:02","6673652995","L9 4JB","2007-04-16","(02875) 271970","4","TRUE","7","yes","ff8e4bed-405b-4f54-86ee-ad51aeed6c2e","(01637) 075801","06520291108","FALSE","FALSE","TRUE","TRUE","1976-04-21 15:07:47",NA
"1626010271","20070320","Mardell","Lark","Breitenberg","0 Luke junctions","West Rogerborough","Gail ways","Thrupp","Oxfordshire","IV30 5GB","Y06234","SOLIHEALTH BLOSSOMFIELD HUB","0121 7055339","+44(0)633078121","(00517) 75229","Oxfordshire","15C","1","1","1","1","0","0","9","0","Thrupp","no","Mardell","Lark","Breitenberg","Thrupp","4 Vincent valleys","Stuart dale","Oxfordshire","EN21 0FD","1626010271","yes","20200418-939268-7830B1","2006-04-17","0ad637d10a7148ea8af561b39802e516","31b9c503af1e43a88d56340abb32c687","+44(0)2010 64128","+44(0)1276 97077","czysvhrno@rwdn.cko","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1991-05-16 12:01:21","20200418-939268-7830B1","1989-11-11 23:57:55","2007-02-15 08:09:45","1626010271","EH44 5YH","2005-05-24","(00387) 13199","66","TRUE","6","no","1a61fdc7-5f9b-4773-8910-970d8bc07cba","(00980) 36682","+44(0)2010 64128","TRUE","FALSE","FALSE","FALSE","1979-01-06 12:49:10",NA
"6309838652","20070315","Jerri","Block","Kunde","Studio 7Carpenter cove","North Billychester","Karen spur","Annesley Woodhouse","Nottinghamshire","NE28 9JG","H83611","SELHURST MEDICAL PRACTICE","020 86842010","(07784) 88498","0138750945","Nottinghamshire","01X","1","0","1","0","0","0","9","1","Annesley Woodhouse","yes","Jerri","Block","Kunde","Annesley Woodhouse","67 Beth causeway","Joel brooks","Nottinghamshire","PL64 2ZH","6309838652","yes","20200401-321063-C20A7D","2006-04-24","e73dc68b20fb43ba8fa5bbd9c37474c7","ccf6514a156e46f59fb1549a03dd4a73","+44(0)665999944","+44(0)481477624","nce@kvwrujih.ctf","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1974-05-21 13:02:29","20200401-321063-C20A7D","1981-06-11 05:15:16","1979-04-25 13:56:06","6309838652","B95 4RU","2006-07-03","+44(0)840011132","6","TRUE","1","no","6cc0cd45-5a14-4b48-84c2-30c2452f24ad","00299 25603","+44(0)665999944","TRUE","FALSE","FALSE","TRUE","1996-07-19 06:58:39",NA
"8766738113","20050712","Lyric","Leannon","Streich","Studio 2Gill village","Suzannehaven","Pauline alley","Tunstall",NA,"FK1 2PP","M81634","4 US","01432 344344","07988 834920","05523151631",NA,"10L","0","1","1","0","0","0","2","1","Tunstall","yes","Lyric","Leannon","Streich","Tunstall","86 Gerard track","Denise rue",NA,"DA9 1ET","8766738113","no","20200325-151393-1B779E","2006-10-16","69865855aacd4eb39141275f2d444348","631f22a260db4ca6b4d014b4e67d3e4f","05414285996","+44(0)3358195985","gyemutf@eq.etu","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1980-04-10 13:22:02","20200325-151393-1B779E","1989-07-26 23:47:59","1988-07-09 07:30:51","8766738113","S1K 2ZZ","2005-12-18","00014 589543","56","FALSE","7","yes","4ffc2ab3-8c08-4a4f-81f9-79df88d0a6c1","06306 856266","05414285996","FALSE","FALSE","TRUE","FALSE","1988-05-03 02:37:38",NA
"9075272695","20070203","Margret","Shelby","Willms","0 Willis neck","Jenkinsstad","Damien road","Urishay Common","County of Herefordshire","HU6 8HX","Y02721","KIRKHOLT MEDICAL PRACTICE","01706 261813","+44(0)4568 102847","01385240175","County of Herefordshire","05G","1","1","1","0","1","1","9","1","Urishay Common","no","Margret","Shelby","Willms","Urishay Common","Flat 4Stevens meadows","Ian hill","County of Herefordshire","E6 5JN","9075272695","no","20200321-220227-77AF15","2005-06-24","5f987fa2acf44b49b34e2aa0ddb9cebf","3f944631efc545d096bdde146bad14df","03889773464","02484 10507","gkaqo@d.cwu","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1972-02-27 03:45:33","20200321-220227-77AF15","1992-07-17 17:09:20","2018-09-21 06:34:57","9075272695","SG5 2HE","2007-02-19","+44(0)1823 85047","86","FALSE","8","yes","3ea06856-b252-4773-82fd-4e835eda55ce","+44(0)1276 97077","03889773464","TRUE","FALSE","FALSE","TRUE","1971-10-25 09:37:36",NA
"9788792983","20070125","Sula","Klein","Brakus-Raynor","6 Anne union","New Janet","Sullivan turnpike","Walcott Green","Norfolk","PE19 6TJ","H81027","THE FERNS MEDICAL PRACTICE","01252 723122","+44(0)671368679","+44(0)5302965138","Norfolk","92A","0","1","1","1","1","0","2","0","Walcott Green","yes","Sula","Klein","Brakus-Raynor","Walcott Green","Flat 8Giles junctions","Peter locks","Norfolk","L05 7XX","9788792983","no","20200404-820130-39387F","2006-10-04","9437a206561b4e7ba2308c6c03b4ae04","63339efa74854468b8c439fd6edb1a31","+44(0)5185 53676","(01368) 499463","o@tjmyvc.fqr","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1996-01-15 12:59:23","20200404-820130-39387F","2003-01-07 04:11:29","2003-10-18 21:57:16","9788792983","N5 4ER","2006-08-17","(05984) 251299","86","FALSE","2","no","89079e50-f010-417d-9220-9e1044b6d541","(03124) 376112","+44(0)5185 53676","TRUE","FALSE","TRUE","TRUE","2017-10-28 07:01:37",NA
"2943377299","20060525","Martha","O'Conner","D'Amore-Maggio","40 Julia crest","Andersonshire","Sylvia point","Westfield",NA,"NN17 1FP","Y02537","LPS EJAZ MEDICAL CENTRE","0121 4556170","0584527689","03047871550",NA,"11M","0","1","0","1","0","0","1","0","Westfield","no","Martha","O'Conner","D'Amore-Maggio","Westfield","Studio 73tWilkins falls","Howell extensions",NA,"GL2 0EL","2943377299","yes","20200416-119288-F81858","2006-11-10","bea82a9fe6f14148850772422d328dd9","08b5888561f940cb8ac437cf4671a602","06243 68497","09898 80653","vac@wngvtaud.sde","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1983-10-07 03:49:49","20200416-119288-F81858","1991-02-11 14:56:13","1999-11-19 16:53:52","2943377299","DG3R 4EB","2007-04-11","+44(0)8517 695535","28","TRUE","7","yes","e1fa3063-d52d-48c9-93fe-0a1b948cc350","+44(0)982481524","06243 68497","TRUE","FALSE","FALSE","FALSE","1996-01-06 04:12:10",NA
